Department,Course,Section,Title,Course Division,Credits,Limit,Enrolled,Start Date,End Date,Offer Days1,Time From1,Time To1,Instructor1,Room Abbreviation1,Room Number1,Campus1,Offer Days2,Time From2,Time To2,Instructor2,Room Abbreviation2,Room Number2,Campus2
AES,30200,11,Air Force Leadership and Management II,PLASTER BUSINESS & ENTREPRENEURSHIP,3,20,1,1/13/2020,5/8/2020,W,6:00PM,9:00PM,Hernandez Danira,STLU,STLU,MAIN,,,,,,,
AMC,43000,OL01,Arts Entrepreneurship,"ARTS, MEDIA AND COMMUNICATIONS",3,22,22,1/13/2020,5/8/2020,ARR,,,Smith Clayton,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,44444,PIF11,Internship,"ARTS, MEDIA AND COMMUNICATIONS",3,100,30,1/13/2020,5/8/2020,ARR,,,Ashcraft Elizabeth,ARR,ARRANGED,MAIN,,,,,,,
AMC,44444,PIF21,Internship,"ARTS, MEDIA AND COMMUNICATIONS",3,0,1,3/16/2020,5/8/2020,ARR,,,Ashcraft Elizabeth,ARR,ARRANGED,MAIN,,,,,,,
AMC,50000,OL01,Research Methods,"ARTS, MEDIA AND COMMUNICATIONS",3,15,16,1/13/2020,5/8/2020,ARR,,,Cody Steve,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,50000,OL02,Research Methods,"ARTS, MEDIA AND COMMUNICATIONS",3,15,12,1/13/2020,5/8/2020,ARR,,,Bailey Matthew,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,51000,OL01,Research and Scholastic Writing,"ARTS, MEDIA AND COMMUNICATIONS",3,15,17,1/13/2020,5/8/2020,ARR,,,Painter Jeremy,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,51000,OL02,Research and Scholastic Writing,"ARTS, MEDIA AND COMMUNICATIONS",3,15,17,1/13/2020,5/8/2020,ARR,,,McCoy Lauren,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,51000,OL21,Research and Scholastic Writing,"ARTS, MEDIA AND COMMUNICATIONS",3,7,1,3/16/2020,5/8/2020,ARR,,,Painter Jeremy,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,53000,OL01,Arts Entrepreneurship,"ARTS, MEDIA AND COMMUNICATIONS",3,22,4,1/13/2020,5/8/2020,ARR,,,Smith Clayton,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,55000,11,Graduate Seminar I,"ARTS, MEDIA AND COMMUNICATIONS",3,22,6,1/13/2020,5/8/2020,M,3:00PM,4:00PM,Hutson James,JSCHE,TBA,MAIN,,,,,,,
AMC,55000,OL01,Graduate Seminar I,"ARTS, MEDIA AND COMMUNICATIONS",3,35,23,1/13/2020,5/8/2020,ARR,,,Curtis Ryan,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,55000,OL21,Graduate Seminar I,"ARTS, MEDIA AND COMMUNICATIONS",3,7,1,3/16/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,55555,PIF11,Internship,"ARTS, MEDIA AND COMMUNICATIONS",3,100,2,1/13/2020,5/8/2020,ARR,,,Hutson James,ARR,ARRANGED,MAIN,,,,,,,
AMC,56000,OL01,Graduate Seminar II,"ARTS, MEDIA AND COMMUNICATIONS",3,35,26,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,57000,OL21,Comprehensive Examination,"ARTS, MEDIA AND COMMUNICATIONS",0,15,6,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,60000,OL01,Thesis/ Directed Project I,"ARTS, MEDIA AND COMMUNICATIONS",3,20,15,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
AMC,61000,OL01,Thesis/ Directed Project II,"ARTS, MEDIA AND COMMUNICATIONS",3,20,11,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
ANT,10000,11,Introduction to Anthropology (GE-SocS/HD)(GE-SocSci/CrsClt) ,SCIENCES,3,35,34,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Dasovich Steve,LARC,05,MAIN,,,,,,,
ANT,10000,12,Introduction to Anthropology (GE-SocS/HD)(GE-SocSci/CrsClt) ,SCIENCES,3,35,30,1/13/2020,5/8/2020,MWF,2:00PM,2:50PM,Pelch Taryn,YOUNG,310,MAIN,,,,,,,
ANT,10000,OL01,Introduction to Anthropology (GE-SocS/HD)(GE-SocSci/CrsClt) ,SCIENCES,3,24,23,1/13/2020,5/8/2020,ARR,,,Pelch Taryn,ONLIN,ONLINE,ONLINE,,,,,,,
ANT,11200,11,Cultural Anthropology (GE-HC:ForCul/HD)(GE-SocSci/CrsClt),SCIENCES,3,35,33,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Pomianek Christina,YOUNG,301,MAIN,,,,,,,
ANT,11200,12,Cultural Anthropology (GE-HC:ForCul/HD)(GE-SocSci/CrsClt),SCIENCES,3,35,37,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Pomianek Christina,YOUNG,111,MAIN,,,,,,,
ANT,11200,OL01,Cultural Anthropology (GE-HC:ForCul/HD)(GE-SocSci/CrsClt),SCIENCES,3,24,25,1/13/2020,5/8/2020,ARR,,,Pelch Taryn,ONLIN,ONLINE,ONLINE,,,,,,,
ANT,22500,11,Introduction to Archaeology,SCIENCES,4,23,16,1/13/2020,5/8/2020,MW,2:30PM,4:15PM,Dasovich Steve,MAB,301,MAIN,,,,,,,
ANT,31800,21,Race Ethn Gender: Global Persp (GE-SocS/HD)(GE-CrsClt),SCIENCES,3,30,23,1/13/2020,5/8/2020,MW,2:00PM,3:15PM,Stoelting Suzanne,MAB,302,MAIN,,,,,,,
ANT,32700,21,Environ Anthropology (GE-HC:SocScil/HD)(GE-SocSci/CrsClt),SCIENCES,3,35,24,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Pomianek Christina,LARC,108,MAIN,,,,,,,
ANT,39019,11,Special Topics: Introduction to Underwater Archaeology,SCIENCES,3,20,11,1/13/2020,5/8/2020,TR,2:30PM,3:45PM,Dasovich Steve,MAB,302,MAIN,,,,,,,
ANT,42000,11,Sociocultural Theory,SCIENCES,3,35,35,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Pomianek Christina,YOUNG,111,MAIN,,,,,,,
ART,38650,SA21,"Sp Tops:Fashion Hist & Culture in London,Paris,France,Milan","ARTS, MEDIA AND COMMUNICATIONS",3,20,3,3/16/2020,5/8/2020,M,3:00PM,4:15PM,Trawick Chajuana,JSCHE,1110,MAIN,,,,,,,
ARTH,10100,21,Art History Practicum,"ARTS, MEDIA AND COMMUNICATIONS",0,100,85,1/13/2020,5/8/2020,F,9:30AM,10:45AM,Hutson James,ROEMR,209,MAIN,,,,,,,
ARTH,11000,OL11,Concepts in the Visual Arts (GE-HC:Arts)(GE-FineArt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,22,1/13/2020,3/8/2020,ARR,,,Rooney Patricia,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,11000,OL21,Concepts in the Visual Arts (GE-HC:Arts)(GE-FineArt),"ARTS, MEDIA AND COMMUNICATIONS",3,25,27,3/16/2020,5/8/2020,ARR,,,Shea Laura,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,11000,OL22,Concepts in the Visual Arts (GE-HC:Arts)(GE-FineArt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,2,3/16/2020,5/8/2020,ARR,,,Rooney Patricia,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,22200,11,Hist Western Art to 1300 (GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,30,29,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Scheffer Kelly,LARC,118,MAIN,,,,,,,
ARTH,22200,OL01,Hist Western Art to 1300 (GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,24,1/13/2020,5/8/2020,ARR,,,Hutson Piper,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,22400,11,Hist Western Art from 1300(GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,30,28,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Hutson Piper,ROEMR,209,MAIN,,,,,,,
ARTH,22400,OL01,Hist Western Art from 1300(GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,24,1/13/2020,5/8/2020,ARR,,,Bailey Matthew,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,22400,OL02,Hist Western Art from 1300(GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,25,1/13/2020,5/8/2020,ARR,,,Cody Steve,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,22400,OL03,Hist Western Art from 1300(GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,24,1/13/2020,5/8/2020,ARR,,,Shea Laura,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,22600,OL01,History of Non-Western Art(GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,21,1/13/2020,5/8/2020,ARR,,,Scheffer Kelly,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,35400,21,Nineteenth-Century Art (GE-HC:ForCul/HD)(GE-CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,30,8,1/13/2020,5/8/2020,TR,3:00PM,4:15PM,Hutson James,LARC,118,MAIN,,,,,,,
ARTH,35400,OL01,Nineteenth-Century Art (GE-HC:ForCul/HD)(GE-Crs-Clt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,36,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,35700,OL01,Ancient Art (GE-HC:ForCul/HD)(GE-CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,22,36,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,36900,11,History of Graphic Design,"ARTS, MEDIA AND COMMUNICATIONS",3,30,12,1/13/2020,5/8/2020,TR,3:00PM,4:15PM,Scheffer Kelly,LARC,214,MAIN,,,,,,,
ARTH,41000,TUT01,Research Methods of Art History,"ARTS, MEDIA AND COMMUNICATIONS",3,5,1,1/13/2020,5/8/2020,ARR,,,Hutson James,TUTRL,TUTORIAL,MAIN,,,,,,,
ARTH,55400,21,Nineteenth-Century Art,"ARTS, MEDIA AND COMMUNICATIONS",3,30,8,1/13/2020,5/8/2020,TR,3:00PM,4:15PM,Hutson James,LARC,118,MAIN,,,,,,,
ARTH,55400,OL01,Nineteenth-Century Art,"ARTS, MEDIA AND COMMUNICATIONS",3,22,36,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,55700,OL01,Ancient Art,"ARTS, MEDIA AND COMMUNICATIONS",3,22,36,1/13/2020,5/8/2020,ARR,,,Hutson James,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,56100,OL21,Twentieth-Century Art/Modern,"ARTS, MEDIA AND COMMUNICATIONS",3,15,19,3/16/2020,5/8/2020,ARR,,,Shea Laura,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,57001,OL01,History of World Cinema,"ARTS, MEDIA AND COMMUNICATIONS",3,22,23,1/13/2020,5/8/2020,ARR,,,Gan Mabel,ONLIN,ONLINE,ONLINE,,,,,,,
ARTH,57300,15,History of Costume and Fashion from 1900,"ARTS, MEDIA AND COMMUNICATIONS",3,22,19,1/13/2020,5/8/2020,ARR,,,Trawick Chajuana,ONLIN,ONLINE,ONLINE,,,,,,,
ASC,10800,21,Advertising and Strategic Communications Seminar,"ARTS, MEDIA AND COMMUNICATIONS",0,100,54,1/13/2020,5/8/2020,R,2:30PM,3:30PM,Tucciarone Kristy,LARC,343,MAIN,R,2:30PM,3:30PM,Longo Patrick L,LARC,343,MAIN
ASC,22800,21,Fundamentals of Public Relations ,"ARTS, MEDIA AND COMMUNICATIONS",3,25,13,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Longo Patrick L,LARC,117,MAIN,,,,,,,
ASC,24500,21,Fundamentals of Advertising,"ARTS, MEDIA AND COMMUNICATIONS",3,25,24,1/13/2020,5/8/2020,MW,1:00PM,2:15PM,Tucciarone Kristy,LARC,03,MAIN,,,,,,,
ASC,33500,31,Media Planning and Buying,"ARTS, MEDIA AND COMMUNICATIONS",3,25,11,1/13/2020,5/8/2020,W,5:30PM,8:00PM,Steward James,SPLMN,4095,MAIN,,,,,,,
ASC,33900,21,Effective Messaging in Public Relations,"ARTS, MEDIA AND COMMUNICATIONS",3,25,17,1/13/2020,5/8/2020,MW,1:00PM,2:15PM,Longo Patrick L,LARC,319,MAIN,,,,,,,
ASC,34200,11,Advertising Copywriting,"ARTS, MEDIA AND COMMUNICATIONS",3,25,21,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Tucciarone Kristy,SPLMN,4095,MAIN,,,,,,,
ASC,36300,11,Creative Advertising Concepts,"ARTS, MEDIA AND COMMUNICATIONS",3,25,10,1/13/2020,5/8/2020,MW,9:30AM,10:45AM,Tucciarone Kristy,LARC,309,MAIN,,,,,,,
ASC,41700,11,Advertising Competition II: The Pitch,"ARTS, MEDIA AND COMMUNICATIONS",3,25,11,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Longo Patrick L,MAB,LATZER,MAIN,,,,,,,
ASC,42700,11,Advertising Campaign Management,"ARTS, MEDIA AND COMMUNICATIONS",3,25,15,1/13/2020,5/8/2020,MW,11:00AM,12:15PM,Tucciarone Kristy,LARC,213,MAIN,,,,,,,
AST,20001,OL01,Introduction to American Studies (GE-HC:USHisGov),HUMANITIES,3,25,24,1/13/2020,5/8/2020,ARR,,,Cooper Benjamin,ONLIN,ONLINE,ONLINE,,,,,,,
AST,32000,OL01,America: The Search for a More Perfect Union(GE-HC:UsHisGov),HUMANITIES,3,20,20,1/13/2020,5/8/2020,ARR,,,Smith Jeffrey,ONLIN,ONLINE,ONLINE,,,,,,,
AT,26000,PIF11,Clinical Practicum II ,HEALTH SCIENCE,2,20,10,1/13/2020,5/8/2020,T,9:30AM,10:45AM,Tzianos Michael,HYLND,140,MAIN,,,,,,,
AT,28000,11,Introduction to Athletic Training Lab,HEALTH SCIENCE,1,15,11,1/13/2020,5/8/2020,T,11:00AM,12:15PM,Tzianos Michael,HYLND,140,MAIN,,,,,,,
AT,28000,12,Introduction to Athletic Training Lab,HEALTH SCIENCE,1,15,7,1/13/2020,5/8/2020,T,8:00AM,9:15AM,Tzianos Michael,HYLND,138,MAIN,,,,,,,
AT,30100,11,Therapeutic Exercise and Rehabilitation of Athletic Injuries,HEALTH SCIENCE,3,20,8,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Dill William,HYLND,140,MAIN,,,,,,,
AT,30200,11,Assessment of Athletic Injuries-Lower Body,HEALTH SCIENCE,3,20,10,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Godar Tom,HYLND,138,MAIN,,,,,,,
AT,30400,11,Therapeutic Modalities,HEALTH SCIENCE,3,20,8,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Zanger Kate,HYLND,138,MAIN,,,,,,,
AT,36000,PIF11,Clinical Practicum IV ,HEALTH SCIENCE,2,20,6,1/13/2020,5/8/2020,T,1:00PM,2:15PM,Godar Tom,HYLND,138,MAIN,,,,,,,
AT,38000,11,Therapeutic Exercise & Rehab of Athletic Injuries Lab,HEALTH SCIENCE,2,20,8,1/13/2020,5/8/2020,MW,12:00PM,1:15PM,Dill William,HYLND,138,MAIN,,,,,,,
AT,38100,11,Assessment of Athletic Injuries-Lower Body Lab,HEALTH SCIENCE,2,20,10,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Godar Tom,HYLND,138,MAIN,,,,,,,
AT,38600,11,Therapeutic Modalities Lab,HEALTH SCIENCE,1,20,7,1/13/2020,5/8/2020,R,1:00PM,2:50PM,Zanger Kate,HYLND,138,MAIN,,,,,,,
AT,46000,PIF11,Clinical Practicum VI ,HEALTH SCIENCE,2,20,8,1/13/2020,5/8/2020,R,8:00AM,9:15AM,Dill William,HYLND,140,MAIN,,,,,,,
AT,46000,PIFB1,Clinical Practicum VI ,BV-SCIENCES,2,16,5,1/13/2020,5/8/2020,TR,12:30PM,1:20PM,Slone Stephen,BLV-M,101,BELLEVILLE,,,,,,,
BIO,10800,SHBV1,Biology of the Human Body (GE-NatSciLab),BV-SCIENCES,3,24,21,1/13/2020,5/8/2020,MW,11:00AM,12:25PM,Anderson Melissa,BLV-M,215,BELLEVILLE,,,,,,,
BIO,22700,BV11,Human Anatomy and Physiology I (GE-NatSciLab)(GE-BioSciLab),BV-SCIENCES,4,24,10,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Altmansberger Tricia,BLV-M,216,BELLEVILLE,T,12:30PM,3:00PM,Altmansberger Tricia,BLV-M,216,BELLEVILLE
BIO,22800,BV11,Human Anatomy and Physiology II,BV-SCIENCES,4,24,10,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Altmansberger Tricia,BLV-M,216,BELLEVILLE,R,12:30PM,3:00PM,Altmansberger Tricia,BLV-M,216,BELLEVILLE
BIO,22800,TUTB1,Human Anatomy and Physiology II,BV-SCIENCES,4,1,1,1/13/2020,5/8/2020,ARR,,,Finger Richard,TUTRL,TUTORIAL,BELLEVILLE,,,,,,,
BIO,25100,BV11,Intro to Cell Biology & Genetics(GE-NatSciLab)(GE-BioSciLab),BV-SCIENCES,4,24,8,1/13/2020,5/8/2020,MW,9:30AM,10:45AM,Anderson Melissa,BLV-M,211,BELLEVILLE,R,12:30PM,3:00PM,Anderson Melissa,BLV-M,215,BELLEVILLE
BIO,28500,ARB11,Methods and Writing for Biology,BV-SCIENCES,1,15,7,1/13/2020,5/8/2020,ARR,,,Mettler-Cherry Paige,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
BIO,32000,BV11,Plant Biology,BV-SCIENCES,4,24,15,1/13/2020,5/8/2020,MW,8:00AM,9:15AM,Mettler-Cherry Paige,BLV-M,205,BELLEVILLE,R,12:30PM,3:00PM,Mettler-Cherry Paige,BLV-M,213,BELLEVILLE
BIO,32400,BV11,Animal Biology,BV-SCIENCES,4,24,10,1/13/2020,5/8/2020,MW,9:30AM,10:45AM,Shreve Scott,BLV-M,213,BELLEVILLE,W,12:30PM,3:00PM,Shreve Scott,BLV-M,213,BELLEVILLE
BIO,35100,BV11,Field Studies in Taxonomy,BV-SCIENCES,3,25,4,1/13/2020,5/8/2020,M,12:30PM,3:00PM,Shreve Scott,BLV-M,213,BELLEVILLE,,,,,,,
BIO,40800,BV11,Genetics,BV-SCIENCES,4,24,10,1/13/2020,5/8/2020,TR,3:30PM,4:45PM,Finger Richard,BLV-M,215,BELLEVILLE,T,12:30PM,3:00PM,Finger Richard,BLV-M,215,BELLEVILLE
BIO,41300,BV11,Immunology,BV-SCIENCES,3,25,12,1/13/2020,5/8/2020,MW,8:00AM,9:15AM,Anderson Melissa,BLV-M,211,BELLEVILLE,,,,,,,
BIO,46400,BV11,Evolution,BV-SCIENCES,3,24,14,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Shreve Scott,BLV-M,205,BELLEVILLE,,,,,,,
BIO,48000,ARBJE,Independent Research,BV-SCIENCES,1,5,1,1/13/2020,5/8/2020,ARR,,,Enyart James,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
BIO,48000,ARBPM,Independent Research,BV-SCIENCES,1,5,3,1/13/2020,5/8/2020,ARR,,,Mettler-Cherry Paige,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
BIO,48000,ARBRF,Independent Research,BV-SCIENCES,1,5,2,1/13/2020,5/8/2020,ARR,,,Finger Richard,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
BIO,48000,ARBSS,Independent Research,BV-SCIENCES,1,5,1,1/13/2020,5/8/2020,ARR,,,Shreve Scott,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
BIO,48800,ARB11,Biology Capstone,BV-SCIENCES,2,24,9,1/13/2020,5/8/2020,ARR,,,Shreve Scott,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
BSC,10000,11,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,24,1/13/2020,5/8/2020,MWF,8:00AM,8:50AM,Cole Yvonne,YOUNG,206,MAIN,T,11:00AM,1:30PM,Cole Yvonne,YOUNG,206,MAIN
BSC,10000,12,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,24,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Suchland John,YOUNG,206,MAIN,W,2:00PM,4:30PM,Suchland John,YOUNG,206,MAIN
BSC,10000,13,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,23,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Suchland John,YOUNG,206,MAIN,W,11:00AM,1:30PM,Suchland John,YOUNG,206,MAIN
BSC,10000,14,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,23,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Staff Staff,YOUNG,305,MAIN,R,2:30PM,5:00PM,Scharf Jr. Bradley,YOUNG,206,MAIN
BSC,10000,15,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,21,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Schmalz Timothy,YOUNG,203,MAIN,R,9:30AM,12:00PM,Schmalz Timothy,YOUNG,206,MAIN
BSC,10000,16,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,21,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Cowell Brian,YOUNG,404,MAIN,F,11:00AM,1:30PM,Cowell Brian,YOUNG,206,MAIN
BSC,10000,17,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,21,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Cowell Brian,MAB,113,MAIN,F,2:00PM,4:30PM,Cowell Brian,YOUNG,206,MAIN
BSC,10000,21,Concepts in Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,22,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Schmalz Timothy,YOUNG,204,MAIN,T,2:30PM,5:00PM,Schmalz Timothy,YOUNG,206,MAIN
BSC,10800,11,Biology of the Human Body (GE-NatSciLab),SCIENCES,4,24,21,1/13/2020,5/8/2020,M,2:00PM,3:40PM,Andreoff George,YOUNG,206,MAIN,W,2:00PM,3:40PM,Andreoff George,YOUNG,210,MAIN
BSC,11000,OL21,Principles in Biology (GE-NatSci)(GE-BioSci),SCIENCES,3,24,13,3/16/2020,5/8/2020,ARR,,,Crawford John,ONLIN,ONLINE,ONLINE,,,,,,,
BSC,11200,1HWP1,Environmental Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,6,1/13/2020,3/8/2020,R,6:00PM,10:00PM,Geist Zoe,WPORT,264,WESTPORT,,,,,,,
BSC,11200,2HWP1,Environmental Biology (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,25,3,3/16/2020,5/8/2020,R,6:00PM,10:00PM,Geist Zoe,WPORT,264,WESTPORT,,,,,,,
BSC,11400,OL21,Principles of Environmental Biology (GE-NatSci)(GE-BioSci),SCIENCES,3,35,7,3/16/2020,5/8/2020,ARR,,,Crawford John,ONLIN,ONLINE,ONLINE,,,,,,,
BSC,12100,OL01,Nutrition (GE-NatSci)(GE-BioSci),SCIENCES,3,35,34,1/13/2020,5/8/2020,ARR,,,Ayyagari Laxminarasimha,ONLIN,ONLINE,ONLINE,,,,,,,
BSC,22700,11,Human Anatomy and Physiology I (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,24,24,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Kosfeld Milton,YOUNG,210,MAIN,T,2:30PM,5:00PM,Kosfeld Milton,YOUNG,210,MAIN
BSC,22700,12,Human Anatomy and Physiology I (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,23,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Kosfeld Milton,YOUNG,210,MAIN,T,11:00AM,1:30PM,Kosfeld Milton,YOUNG,210,MAIN
BSC,22700,13,Human Anatomy and Physiology I (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,23,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Kosfeld Milton,YOUNG,210,MAIN,T,8:00AM,10:30AM,Kosfeld Milton,YOUNG,210,MAIN
BSC,22700,21,Human Anatomy and Physiology I (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,24,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Storer Christopher,YOUNG,210,MAIN,M,2:00PM,4:30PM,Storer Christopher,YOUNG,210,MAIN
BSC,22800,21,Human Anatomy and Physiology II,SCIENCES,4,20,25,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Corbin Gary,YOUNG,111,MAIN,R,11:00AM,1:30PM,Corbin Gary,YOUNG,210,MAIN
BSC,22800,22,Human Anatomy and Physiology II,SCIENCES,4,20,23,1/13/2020,5/8/2020,MWF,1:00PM,1:50PM,Corbin Gary,YOUNG,210,MAIN,R,8:00AM,10:30AM,Corbin Gary,YOUNG,210,MAIN
BSC,24000,11,Intro to Biological Diversity (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,23,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Woltz Megan,YOUNG,111,MAIN,M,2:00PM,4:30PM,Woltz Megan,YOUNG,215,MAIN
BSC,24000,12,Intro to Biological Diversity (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,23,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Woltz Megan,YOUNG,111,MAIN,T,8:00AM,10:30AM,Woltz Megan,YOUNG,215,MAIN
BSC,24400,11,Intro Cellular & Molecular Bio (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,21,1/13/2020,5/8/2020,MWF,8:00AM,8:50AM,Cawly John,YOUNG,115,MAIN,T,8:00AM,10:30AM,Cawly John,YOUNG,211,MAIN
BSC,24400,12,Intro Cellular & Molecular Bio (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,23,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Albee Alison,YOUNG,203,MAIN,MWF,11:00AM,11:50AM,Welsh Chad,YOUNG,203,MAIN
BSC,24400,21,Intro Cellular & Molecular Bio (GE-NatSciLab)(GE-BioSciLab),SCIENCES,4,20,22,1/13/2020,5/8/2020,MWF,1:00PM,1:50PM,Albee Alison,YOUNG,115,MAIN,MWF,1:00PM,1:50PM,Welsh Chad,YOUNG,115,MAIN
BSC,24800,11,Introduction to Ecology and Evolution,SCIENCES,4,24,22,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Neely Joshua,YOUNG,115,MAIN,R,11:00AM,1:30PM,Neely Joshua,YOUNG,215,MAIN
BSC,24800,21,Introduction to Ecology and Evolution,SCIENCES,4,24,13,1/13/2020,5/8/2020,MWF,1:00PM,1:50PM,Neely Joshua,ROEMR,201,MAIN,R,8:00AM,10:30AM,Neely Joshua,YOUNG,215,MAIN
BSC,26300,11,Environmental Policy,SCIENCES,3,24,12,1/13/2020,5/8/2020,TR,4:00PM,5:15PM,Rodriguez Robin,YOUNG,110,MAIN,,,,,,,
